user_id,user_segment_id,user_segment
386362,138,APR25 Register (Insider Campaign)
387500,138,APR25 Register (Insider Campaign)
386416,138,APR25 Register (Insider Campaign)
387924,138,APR25 Register (Insider Campaign)
386270,138,APR25 Register (Insider Campaign)
388553,138,APR25 Register (Insider Campaign)
385564,138,APR25 Register (Insider Campaign)
386542,138,APR25 Register (Insider Campaign)
393054,138,APR25 Register (Insider Campaign)
385386,138,APR25 Register (Insider Campaign)
391923,138,APR25 Register (Insider Campaign)
387829,138,APR25 Register (Insider Campaign)
392782,138,APR25 Register (Insider Campaign)
387706,138,APR25 Register (Insider Campaign)
392145,138,APR25 Register (Insider Campaign)
388685,138,APR25 Register (Insider Campaign)
392614,138,APR25 Register (Insider Campaign)
384290,138,APR25 Register (Insider Campaign)
391838,138,APR25 Register (Insider Campaign)
389975,138,APR25 Register (Insider Campaign)
384959,138,APR25 Register (Insider Campaign)
385331,138,APR25 Register (Insider Campaign)
391427,138,APR25 Register (Insider Campaign)
384810,138,APR25 Register (Insider Campaign)
391300,138,APR25 Register (Insider Campaign)
390713,138,APR25 Register (Insider Campaign)
391535,138,APR25 Register (Insider Campaign)
392550,138,APR25 Register (Insider Campaign)
391200,138,APR25 Register (Insider Campaign)
387560,138,APR25 Register (Insider Campaign)
387333,138,APR25 Register (Insider Campaign)
391753,138,APR25 Register (Insider Campaign)
391944,138,APR25 Register (Insider Campaign)
386223,138,APR25 Register (Insider Campaign)
385193,138,APR25 Register (Insider Campaign)
387848,138,APR25 Register (Insider Campaign)
389537,138,APR25 Register (Insider Campaign)
389136,138,APR25 Register (Insider Campaign)
387901,138,APR25 Register (Insider Campaign)
391506,138,APR25 Register (Insider Campaign)
390473,138,APR25 Register (Insider Campaign)
388881,138,APR25 Register (Insider Campaign)
388384,138,APR25 Register (Insider Campaign)
384612,138,APR25 Register (Insider Campaign)
386987,138,APR25 Register (Insider Campaign)
391100,138,APR25 Register (Insider Campaign)
392274,138,APR25 Register (Insider Campaign)
387515,138,APR25 Register (Insider Campaign)
389775,138,APR25 Register (Insider Campaign)
386765,138,APR25 Register (Insider Campaign)
388936,138,APR25 Register (Insider Campaign)
386813,138,APR25 Register (Insider Campaign)
390707,138,APR25 Register (Insider Campaign)
384801,138,APR25 Register (Insider Campaign)
387573,138,APR25 Register (Insider Campaign)
390212,138,APR25 Register (Insider Campaign)
389704,138,APR25 Register (Insider Campaign)
392176,138,APR25 Register (Insider Campaign)
386715,138,APR25 Register (Insider Campaign)
391068,138,APR25 Register (Insider Campaign)
391976,138,APR25 Register (Insider Campaign)
392718,138,APR25 Register (Insider Campaign)
391702,138,APR25 Register (Insider Campaign)
387416,138,APR25 Register (Insider Campaign)
392979,138,APR25 Register (Insider Campaign)
388780,138,APR25 Register (Insider Campaign)
391542,138,APR25 Register (Insider Campaign)
384292,138,APR25 Register (Insider Campaign)
